"","Predictions_prob_1","Predictions_prob_0","text","speech_par_id","uncertainty","already_annotated","already_sampled","drawn","low_pride_bb","low_pride_yl","agree"
"190",0.647729328,0.352270672,"We have had an administration that has been long in power and since the close of World War II, let's look at just a brief part of the record--and manifestly in the brief time available here we cannot look at it in detail.  Where have we gone with respect to this theme of peace?  We have had the emergencies in Greece and Turkey.  We have had the Berlin airlift.  We have lost China.  We have had the Korean War.  All in all, we have lost human souls to the Communist dictatorship at the average of something like 100 million per year.  Now, ladies and gentlemen, there is no administration which could have done this job perfectly.  Let us not try to demand perfection from people who are, after all, but human beings.  But there, after all, is the record, a bad one.  Fortunately, it is interspersed with a few bright spots, but on the whole it is a bad government and means a great loss to the free world.  It is a backward step from peace instead of a forward step.","1277_4",0.295458657,FALSE,NA,"uncertainty",1,1,1
"191",0.000287992,0.999712008,"Well, all I know is that--I think I probably top anyone in age in this room--but I want you to know that I was born into an America where, as you grew up, you knew that there was no limit to what you could accomplish, that there was opportunity out there for anyone that wanted to go after it. And that's the kind of America we have again today, and that's the kind of America that we're determined that you're going to have--the same thing that we knew. But it's up to you. The sky's the limit. There's every kind of opportunity out there for you.","2838_29",0.999424015,FALSE,FALSE,"random",0,0,1
"192",0.431203213,0.568796787,"But we're not going to do better when an increase in interest rates puts another Republican tax on middle America.  A thousand dollars more a year for families with adjustable rate mortgages on their homes.  Three hundred dollars on every car loan.  Over a billion dollars in new burdens for farm families who have already been put through the wringer for the past eight years.","2887_10",0.137593574,FALSE,NA,"uncertainty",0,0,1
"193",0.449705642,0.550294358,"This crisis is not simply an American embarrassment, though it certainly was embarrassing for the Americans in Europe that day last March when European bankers would not accept dollars in exchange for local currency. The crisis of confidence in the dollar--which is in fact a crisis of confidence in our willingness to stop inflation--represents a dire threat to the world economic system and to our most important foreign policy goals. The dollar is more than the currency of American economic strength. It is also a fundamental medium of exchange for the entire free world. Continued erosion of faith in the dollar could destroy the expansion of world trade that has spurred the marvelous growth of the world's free economies.","2196_11",0.100588716,FALSE,NA,"uncertainty",0,0,1
"194",0.631498711,0.368501289,"I'm going to fight for every community whose jobs and factories have been ripped out of states like Pennsylvania and shipped to other countries. I'm going to fight for every person in this country who believes government should serve the people – not the donors and special interests. And I am going to fight to bring us all together as Americans.","2016-10-21-center-newtown-pennsylvania_26",0.262997421,FALSE,NA,"uncertainty",0,0,1
"195",0.395907437,0.604092563,"That is what I will do in my term as president, and when I leave office I can promise you that this nation will not be on the same path it is today. I will not play along with the same Washington games and gimmicks that got us into this terrible mess in the first place. I am going to Washington to fight for you.","2008-10-14-blue-bell-pennsylvania_2",0.208185126,FALSE,NA,"uncertainty",1,1,1
"196",0.432776389,0.567223611,"We offered 300 scholarships to the Congo last June, more than we offered to all of Africa the year before.  We had more people stationed in Western Germany in 1957 than in all of Africa.  Out of a foreign service of 6,000 men and women, twenty-six are Negroes.  I think we can do better, and I believe we are going to have to do better, or otherwise the United States is going to cease to lead.","1651_14",0.134447222,FALSE,NA,"uncertainty",1,1,1
"197",0.576282703,0.423717297,"For the past seven years, as the Census Bureau told us this past week, the rich have gotten richer; the poor have gotten poorer; and those in the middle--and that means most of us--are getting squeezed.  Together, we can do better. Over the last eight years, average weekly wages have actually gone down - not up.  Benefits are down--not up.  High-paying jobs are being replaced by low-paying jobs.  In fact, jobs in growing industries are paying an average of $10,000 less per year than jobs in declining industries.  Together, we can do better.","2887_7",0.152565406,FALSE,NA,"uncertainty",1,1,1
"198",0.000273884,0.999726116,"Sometimes, one's neighbors aren't as familiar with the stature of a man as people at remoter points, and after all, having spent so many of his years in public life in Washington, I suspect that the perspective sometimes gets a little blurred down here where he lives, but John Garner, who has brought so much not only to our public life but to the state of Texas and to the color and the interest that we all have in political affairs, has few counterparts in our political history. People are always asking me--as he did this morning--about the election, and I couldn't but think of a story in my home town in Illinois of the Irishman who was standing, smoking an old stub of a black pipe, on the county courthouse square, when a funeral went by, and an old German citizen came up--like some of them who used to think that Irish knew all the answers--and he said, """"Whose funeral is it, Pat?"""" And Pat said, """"I can't be telling for certain but I'd guess it was the funeral of the lady or gentleman who was inside the coffin.""""","995_1",0.999452233,FALSE,FALSE,"random",0,0,1
"199",0.469732305,0.530267695,"Ladies and gentlemen, my colleague, former colleague, in the Senate, Senator Lehman, my present colleague, Mayor Wagner, my distinguished friend; my present colleagues in the Congress, Mrs. Kelly, our national committeewoman, from New York, and an old friend and colleague of mine, Congressman Anfuso; Congressman Abe Multer, with whom I served in the Congress for fourteen years; of course, your own congressman, Manny Celler, a great representative of this district; Jim Farley, the former postmaster general; Mike Prendergast, the state chairman--we have them all here tonight--Congressman Keogh, from Brooklyn, Arthur Levitt, distinguished state officials, congressmen and senators, assemblymen, anyone else who wants to be introduced--hold up their hands--after November 8th.   Ladies and gentlemen, I will make it brief, because I know you have been standing for some time.  This is an important contest for an important office.  This is a great country of ours, and the president of the United States is the spokesman for our national interest and our national purpose, and after fourteen years in the Congress, and after campaigning in every state in the union, and after looking at this country, I have come to the conclusion which you have, that it is time America started moving forward again.  ","1674_1",0.060535389,FALSE,NA,"uncertainty",0,0,1
"200",0.557746332,0.442253668,"But today, when harvesting on federal timberland is stopped outright by thirteen different lawsuits, under seven different statutes, each inconsistent with the other, the balance has been lost. It's time to fight for jobs, families, and communities. The time has come to talk sensibly. When hundreds of mills have been shut down, thousands of timber workers thrown out of work, and revenues for schools and other local services have been slashed, the balance has been lost. It's time to fight for jobs, families, and communities.","3087_12",0.115492665,FALSE,NA,"uncertainty",0,0,1
