,Unnamed: 0,Speech_id,par_id,text,label,annotated_at,drawn,label2,l1vsl2
641,641,2201,18,"Welfare payments should be large enough to meet reasonable needs. Payments which fail to cover minimal living expenses serve only to further frustrate the poor. Yet, for those who can work, welfare payments should not be so large, or exist for so long, that they in effect constitute a guaranteed income. Such a system only moves people away from self-sufficiency, and toward permanent dependence.",not populist,12/2/20 17:21,randomly,not populist,agree
642,642,2179,4,"The first of his findings explains many of our other difficulties. America's voice in Europe, once so strong and so respected, is, in his words, """"now muffled in confusion--if it is listened to at all."""" Why is this?",not populist,12/2/20 17:21,randomly,not populist,agree
643,643,2004-10-07-remarks-wausau-wisconsin,4,"I'm glad to be here on the stage with the next United States Senator from Wisconsin, Tim Michels. You got a good one in Tim, and I hope you put him in office. It's important. And make no mistake about it, with your help, he's going to win.",not populist,12/2/20 17:21,randomly,not populist,agree
644,644,2749,19,"We have Penny Newman from Glenhaven, California.  I think you have just spoken.  Her two ailing sons grew up near a toxic waste dump.",not populist,12/2/20 17:22,randomly,not populist,agree
646,646,2008-10-20-remarks-belton-missouri,10,"I've been fighting for this country since I was seventeen years old, and I have the scars to prove it. If I'm elected President, I will fight to shake up Washington and take America in a new direction from my first day in office until my last. I'm not afraid of the fight, I'm ready for it.",not populist,12/2/20 17:24,randomly,not populist,agree
647,647,1983,36,Wait a minute.  They have already told me I have talked too long and I have go to finish.  I want to tell you one more story.,not populist,12/2/20 17:24,randomly,not populist,agree
649,649,2332,25,"One other point that I would make before concluding is that sometimes there is a tendency to speak of the South as being sort of the Bible Belt, and that is said by some in a complimentary way and some in, shall we say, a rather derogatory way. I would only suggest I would put it in a broader sense.  There is, in this part of the country, a deep religious faith.  There is a great respect for moral values.  There is a great devotion to what we call character.  But let me say that in that religious faith and in that devotion to moral values and in that respect for character, while it exists in the South, it exists throughout this nation.",not populist,12/2/20 17:27,randomly,not populist,agree
650,650,2793,20,"Now, let me just conclude by saying that we're rebuilding America's defenses; our nation is stronger; America is at peace. And since 1980, not a single nation has fallen to Communist aggression. And the people of one nation, Grenada, have been set free. As I will tell Soviet Foreign Minister Gromyko when I meet with him in a few days, we seek no territorial expansion and are making no effort to impose our will on anyone. But we will never again allow the United States of America to let down its guard.",not populist,12/2/20 17:27,randomly,not populist,agree
651,651,3138,0,"Thank you all. Thank you very, very much. You've got a great Governor in George Voinovich, and his wife, Janet is with us here today. Let me say, while we're at it, every place I go they're holding up these signs saying """"Clean House!"""" I want to see us helping the Senate, too, by sending Mike DeWine to the United States Senate. I salute my former classmate in Congress, Chalmers Wylie, who's stepping aside. We want to see Debbie Price win that congressional seat. Help us clean House.",not populist,12/2/20 17:27,randomly,not populist,agree
652,652,2894,23,"I want to lead an America that leads the world; an America that does not settle for second-place or second best. An America that loves peace, but knows the cost of freedom. An America that has not wavered from the pledge that another son of Massachusetts made twenty-eight years ago, a pledge to """"pay any price, bear any burden, meet any hardship, support any friend, oppose any foe to assure the survival and the success of liberty.""""",not populist,12/2/20 17:29,randomly,not populist,agree
653,653,2004-10-24-fort-lauderdale-florida,21,"We always end our speeches in campaigns like this by saying """"God bless America."""" But it seems to me that we should also say to God, """"Thank you for blessing America in so many ways."""" May America always have God's blessing.",not populist,12/2/20 17:29,randomly,not populist,agree
654,654,1628,6,"Now, this decline is continuing, and the program that Mr. Nixon has put forward in my opinion will provide for a further decline in farm income, because he provides the same program that Mr. Benson provides, which is a support price for corn or wheat, soybeans, whatever it may be, which is tied to 90 percent of the average market price for the three previous years.  Now, as the market price drops so drops the support price.  Where you had $1.50 for corn eight years ago, you may be getting 90 cents for corn today, or 93 cents.  That is the market price.  Mr. Nixon will pay you 90 percent of that market price next year, and if it drops to 85 cents, he will pay you 90 percent of that, and that is the step, down, down, down, until farmers are driven off their farms in increasing numbers.",not populist,12/2/20 18:20,randomly,not populist,agree
655,655,2004-10-22-wilkes-barre-pennsylvania,38,"Secondly, there's a gap between what he's promised and what he can deliver. By raising the top two brackets, you raise about 600 billion to 800 billion dollars, and he's promised 2.2 trillion. So there's a gap, a gap between the promises and what he can deliver. Guess who gets to usually fill those gaps?",not populist,12/2/20 18:20,randomly,not populist,agree
656,656,3049,10,"I mean, this guy that wants you to give him four more years is running an administration--now, these are in the facts, you know--where the FBI is investigating the Justice Department, and the Justice Department is investigating the FBI. They don't have any time for criminals anymore, they're investigating each other. And then--since we're in Georgia, you know this--they've got that real hot federal court case going on down in Atlanta over the Iraq scandal, and the CIA and the Justice Department are fighting with each other over which one of them lied to the federal judge in trying to cover up what happened.",not populist,12/2/20 18:20,randomly,not populist,agree
657,657,2004-10-09-remarks-chanhassen-minnesota,21,"Listen, I recognize that a hopeful society must have a growing economy, and I have a strategy to keep this economy moving forward. In order to keep jobs here in America, in order to make sure people can find work, America must be the best place in the world to do business. That means less regulations on our businesses. That means we've got to do something about these junk lawsuits that are hurting small-business owners in America.",not populist,12/2/20 18:21,randomly,not populist,agree
658,658,3163,10,"Well, we've seen in recent years the power of a tank or a gun, but the power of a simple idea is what we've really seen, an idea called freedom. In Asia, in Eastern Europe, South America, Mexico, people are coming to understand that government is neither superior nor savior. It is and must be their servant.",not populist,12/2/20 18:21,randomly,not populist,agree
659,659,1785,19,"And so in all these areas we welcome the test--the test of the record, the test of our program. There is one other you should submit us to.  I know the people have spoken to me and they have said, """"Now Mr. Nixon, you say that you stand for more progress than your opponent does.  You stand for more progress in schools and health and education and welfare.""""  They say, """"How can you say this when he says he is going to spend more money for each of these programs than you do?""""",not populist,12/2/20 18:22,randomly,not populist,agree
660,660,2254,12,"Now these are some of the weapons that produced that picture we saw in the press a few weeks ago of the little girl, Kim, running away from a school that had been hit by American napalm. She was naked, her clothing had been in flames, her flesh was burned and she was running directly into the lens of a cameraman nearby. I want to say to my fellow Americans that that picture ought literally to break the heart of the people of this country if we understand what its meaning is. We are told that it was accidental that they hit the school, that it was supposed to be a bomb that fell someplace else and that we did not intend to bomb this school in South Vietnam. But how many of us think that the tragedy would have been any less if it had been a little nine year old girl running away from a North Vietnamese school? These are the questions that I am going to force the people of this country to examine before they make their judgment on November 7th.",not populist,12/2/20 18:23,randomly,not populist,agree
661,661,2371,15,"Housing. The Republicans say that housing is one of their campaign issues. But they have plunged the construction industry into a depression. The cost of a new house has increased by more than 50 percent, from an average of $30,000 in 1968 to an average of $46,000 in 1976. Interest rates are also up 50 percent. When Lyndon Johnson left office, more than half the families in this country could afford their own homes. Eight years later, less than a third of our families can.",not populist,12/2/20 18:24,randomly,not populist,agree
662,662,2670,14,"I will name a Secretary of Housing and Urban Development who can and will straighten out the serious management problems in that federal agency. These are things that can be done relatively soon by a new president and a new administration. In the longer run, we have to search for a way to end the roller coaster nature of the housing industry. Exactly how to do this is not yet clear, but I intend to call upon some of the brightest minds in the lending industry, the home building industry, and construction trades, and the economic and public policy professions to come to grips with this question.",not populist,12/2/20 18:24,randomly,not populist,agree
663,663,2004-10-27-sioux-city-iowa,9,"Borders porous with terrorists pouring in -- and he would do everything exactly the same? Sending our troops to war without body armor -- and he would do everything exactly the same? He says he's doing """"whatever it takes."""" In fact, he consistently takes us in the wrong direction. And he's doomed to repeat the same mistakes all over again.",not populist,12/2/20 18:24,randomly,not populist,agree
664,664,1398,17,"Austria. Year after year, since World War II, military division and occupation had plagued the people of Austria. Today, Austria is unoccupied--united--and free.",not populist,12/2/20 18:24,randomly,not populist,agree
665,665,3293,5,"My fellow Americans, four years ago when Massachusetts gave me an enormous support and sent Al Gore and me to Washington to work for you, I had come to you and said we had to get our country moving, we had to change the politics of Washington, we had to stop the politics of insults and get to the politics of issues. We had to get away from the politics of division and embrace the politics of unity. We had to stop pointing our fingers at each other ask what can we do together to get this country going in the right direction. You gave me the chance and I came here to say thank you. Thank you for doing that.",not populist,12/2/20 18:25,randomly,not populist,agree
666,666,2016-08-15-university-youngstown-ohio,27,"Three months before the invasion I said in an interview with Neil Cavuto to whom I offer my best wishes for a speedy recovery, that """"perhaps we shouldn't be doing it yet. And that the economy is a much bigger problem."""" In August of 2004, very early, right after the conflict, I made a detailed statement to Esquire Magazine in an interview. Here's the quote in full. """"Look at the war in Iraq and the mess we're in. I would never have handled it that way."""" This was right after the invasion. """"Does anybody really believe that Iraq is going to be a wonderful democracy where people are going to run down to the voting box and gently put in their ballot and the winner is happily going to go and step up and lead the country? C'mon.""""",not populist,12/2/20 18:26,randomly,not populist,agree
668,668,2012-11-05-des-moines-iowa,16,"Change comes when we live up to this country's legacy of innovation by investing in the next generation of technology and manufacturing. Instead of subsidizing oil company profits, I want to support energy jobs of tomorrow. And Iowa knows about clean energy and biodiesel and wind turbines that will free this country from the grip of foreign oil.",not populist,12/2/20 18:27,randomly,not populist,agree
669,669,2004-10-31-tampa-florida-2,18,"They asked him how he's going to pay for it. He said, """"Oh, don't worry, we'll just tax the rich."""" You have heard that before. The problem is, when you raise the top two brackets, you only raise between 600 and 800 billion dollars. That is far short of the 2.2 trillion he has promised. That's a tax gap. Given his record, guess who's going to get to fill the tax gap? You are. We're not going to let him tax you; we're going to carry Florida and win on November the 2d.",not populist,12/2/20 18:28,randomly,not populist,agree
670,670,1174,9,"Can this burden be lightened without endangering national security? A Democrat administration--stale and self-satisfied from being too long in power complacently says: No, nothing can be done. That is not an American answer. Our answer is: Yes, much can be done.",not populist,12/2/20 18:28,randomly,not populist,agree
671,671,2931,19,"Because we believe in the future of America. And I'm going to measure the success of my policies by the number of farms and ranches saved, the number of rural businesses reopened and small towns revived--because every farmer and rancher counts, and every small town is somebody's home. We Americans are an optimistic people.  Ready to move forward and meet the challenges of change.",not populist,12/2/20 18:28,randomly,not populist,agree
672,672,1851,16,"Second, we also have to see to it that America's diplomacy is firm. Now, that doesn't mean that we won't always go the extra mile--and Cabot Lodge and I have some ideas for strengthening the United Nations, for setting up new organizations which can strengthen the cause of peace and freedom throughout the world. But, my friends, I can assure you of this: we are not, under any circumstances, going to enter into any agreements with the Soviet leaders which would surrender freedom any place in the world, because that leads to war and not to peace. President Eisenhower has shown that. That's why he took the position he did on Quemoy and Matsu and on the other great decisions.",not populist,12/2/20 18:29,randomly,not populist,agree
673,673,2012-10-23-event-morrison-colorado,42,"Because it matters — it matters for your kids and their kids. It matters for 23 million Americans struggling to get a good job. It matters for the future of our planet to have a nation like ours, the leader of the world, strong and robust with a strong military and a strong economy and strong values and strong allies. It matters.",not populist,12/2/20 18:29,randomly,not populist,agree
674,674,2597,1,"I wanted to see again the beautiful land and natural area that God has given to you. In 1978, I held a town meeting not far from here, in Aliquippa, and I wanted to come back to the Valley to talk to you about some of the choices that we face in this election. This is steel country, I know, and I'm glad to be here to talk about steel.",not populist,12/2/20 18:30,randomly,not populist,agree
675,675,2016-10-27-expo-springfield-ohio,18,"No, it's terrible what's happened, what's happened in this area, what's happened in this country with jobs is terrible. Hillary Clinton promised to bring upstate New York 200,000 jobs when she ran for Senate. Instead the jobs left. They didn't come in, they left. She been there for 30 years and hasn't fixed anything. She's just made things worse, except for herself and her husband.",not populist,12/2/20 18:30,randomly,not populist,agree
676,676,2004-10-02-builders-columbus-ohio,26,"We've doubled funding for education and counseling services to help first-time home-buyers navigate the lending process, understand the fine print, and avoid predatory lenders. Homeownership rates are an all-time high in America, nearly 70 percent. I love that statistic. Think about that. More and more people own a home in America. More and more people have a chance to realize the great dream of our country. Minority homeownership is at record levels as well. In 2002, I set a clear goal, 5.5 million new minority homeowners by the end of the decade. And in just 2 years, more than 1.6 million minorities have become homeowners. America is a stronger country every single time a family moves into a house of their own.",not populist,12/2/20 18:32,randomly,not populist,agree
677,677,2378,8,"Is that good management, is that good leadership, is that good businesslike operation of our government? No it isn't. And we'll not have an end to the inflationary spiral; we'll never be able to meet our people's legitimate needs until we put our people back to work.",not populist,12/2/20 18:32,randomly,not populist,agree
678,678,1417,24,"Yet in our labor toward the peace we seek, we must comprehend always its basic requirements and face up to them manfully. First: strength--spiritual, intellectual, economic and military strength. Second: unity--our clear awareness that the road to peace is one that all nations must travel together, else none can do so. Third: faith--a faith in the greatness of our purpose that inspires in all of us a readiness to work and to sacrifice that this greatest of all mankind's hopes may one day be realized.",not populist,12/2/20 18:33,randomly,not populist,agree
679,679,2012-09-12-vegas-nevada-0,31,"Third, I've got a plan to give more Americans the chance to get the skills they need to compete. Education was the gateway of opportunity for me. It was the gateway of opportunity for Michelle. It was the gateway of opportunity for many of you. It is the gateway to a middle class life.",not populist,12/2/20 18:33,randomly,not populist,agree
680,680,3077,24,"Now, as some of you may have heard, there's an election in about fifty-five days. So before I leave you this morning, I want to take just a moment and contrast my education vision with the opponent's. I want to be fair. When I convened the national education summit -I mentioned it earlier in this speech about--with the governors present, most of the governors attended. Governor Clinton's role was constructive. He helped to set the sensational education goals, and I commend him for that.",not populist,12/2/20 18:34,randomly,not populist,agree
681,681,1482,2,"We want a country moving ahead here at home.  Last year the Soviet Union exceeded the economical growth of this country by three times.  Last year we had the lowest rate of economic growth of any major industrialized society in the world.  We've got a million and a half people coming into the market every year seeking jobs.  Unless this country moves ahead, unless we continue to grow, unless our defenses are strong, unless we're educating our children, unless we are showing in every way, in science, in space, and here in Texas, that this country is first, not to follow when or where, but first--and that's what the Democratic party wants to do in the 1960s.",not populist,12/2/20 18:34,randomly,not populist,agree
682,682,2016-10-27-expo-springfield-ohio,45,"Well they're not the JV anymore, folks. They're going to be no trouble, we are going to knock them so hard. But look, look, they're not the JV, and they weren't them. And now they're in 32 different countries. So she's saying we will get rid of ISIS. She wants to go back home and go to sleep, that's what she wants to do.",not populist,12/2/20 18:35,randomly,not populist,agree
683,683,2378,17,"In the last twenty-one months, I don't believe there is any other human being in this country who has traveled more than I have, visited more places, talked with more groups, answered more questions, listened more carefully, to the heartbeat and the voice of our great country. When I began campaigning I didn't hold public office; I didn't have much money. I didn't have a nationwide campaign organization. I come from a small town--683 people. Not many people knew who I was. I bet not 1 percent of the people in this room had ever heard my name. We began campaigning just like you would if you wanted to be president. My wife and I and my children and a few volunteers began going from one home to another. And we would invite all the neighbors to come into the living room and meet with us--sometimes three or four people would show up. We'd go into a labor hall that would hold up to two to three hundred folks, and maybe ten people would come, and we'd stand in factory shift lines, and nobody knew why I was there or who I was. And by the time I explained, """"I'm Jimmy Carter from Georgia, I'm running for president,"""" they were already gone. We walked into beauty parlors and barber shops and restaurants, and on the streets and factory shift lines, later on, shopping centers, farmers' markets, livestock sales barns, city halls, county court houses. We talked a little. And we listened a lot. In New Hampshire and Florida, and Illinois and North Carolina, and all over the country. We had thirty primaries where you could win delegates. And I was in all of them. I didn't win them all. But because my base and my support was from the people, we built up a campaign organization that made history in presidential campaign politics in our country. Long before the convention even met, I had won the nomination of the Democratic party. Most of the delegates who went there for me had never been involved in politics before. But they believed in me and I believed in them, and I haven't changed. And I want to be sure that I've maintained my relationship throughout this present campaign, and up until November 2nd, and particularly after January the 20th. I owe special interest nothing. I owe the people everything and that's the way I'm going to keep it.",not populist,12/2/20 18:36,randomly,not populist,agree
684,684,2004-10-26-remarks-onalaska-wisconsin,45,"My opponent takes a different approach. His words on these issues are a little murky, but his record is really clear. He says he supports the institution of marriage but voted against the Defense of Marriage Act, which overwhelmingly passed with Democrat and Republican votes. My predecessor signed that bill into law, which defined marriage as a union between a man and a woman, and my opponent voted against it. He says—you know, he says he's got a personal view on the issue of life, but he voted against the ban on the brutal practice of partial-birth abortion.",not populist,12/2/20 18:37,randomly,not populist,agree
685,685,2004-09-03-west-allis-wisconsin,56,"When I traveled your State 4 years ago, I made a pledge to you. I said if I was honored to be able to hold this great office, I would uphold the honor and the dignity of the office to which I had been elected. With your help, for 4 more years I will continue to uphold the honor and the dignity of the White House.",not populist,12/2/20 18:37,randomly,not populist,agree
686,686,2012-09-26-event-toledo-ohio,12,"There's a different path, and the path I represent is one which will add 12 million new jobs — — that will get rising take-home pay again. There are five things I'll do. Five things I'll do to get this economy going right from the state. Number one, I'm going to take full advantage of our oil, our coal, our gas, our nuclear —",not populist,12/2/20 18:38,randomly,not populist,agree
687,687,3358,7,"I don't believe we can afford four more years of weak, weak leadership. I think we need a president who understands that the government is too big and takes too much of your money, your money, your money. And I now that in a crowd this size--the New York Times will write that not many people showed up--but the other papers will get it right. That a crowd this size--there are probably a lot of husbands and wives here--both are working; one to pay the bills for the family, the other to pay the taxes, which are now the highest in history, about 40 percent of what you earn goes for taxes. This should not happen in America.",not populist,12/2/20 18:39,randomly,not populist,agree
688,688,3097,8,"We've got a good health care program for America, and I want to use competition to cut the cost of health care, make it available to you and your neighbors. And the way I see it, you should only feel the pain when you're in the doctor's office, not a month later when you get the bill in the mail. And so, do not go for the Clinton plan that says, get the government further involved; go for our plan that says, provide insurance to all, and keep the quality of health care we now have. ",not populist,12/2/20 18:41,randomly,not populist,agree
689,689,2863,13,"You know, I have it all figured out. To get the economy in absolute perfect shape, we have to persuade our opponent to predict absolute disaster. He says he cares about the middle class. But then he boasts, he boasts--and I will quote--he says, """"I have consistently supported legislation, time after time, which increases taxes on my own constituents."""" Doesn't that make you want to be one of his constituents? ",not populist,12/2/20 18:41,randomly,not populist,agree
690,690,3060,0,"Thank you. Thank you very much. As Senator Gore has already told you, I have all but lost my voice to make sure we can find America on November 3rd.",not populist,12/2/20 18:46,randomly,not populist,agree
691,691,3263,20,"We are building prosperity at home by opening markets abroad, as I said earlier. I believe that decades from now people will look back on this period and see the most far-reaching changes in the world trading system in generations. More than 200 trade agreements we have negotiated have led to more than a million new jobs. They've helped to make America the number one exporter again. You know that here in Detroit. You led the nation here with the fastest recent growth in export trade. And today, for the first time since the 1970s, the United States is again the number one producer of automobiles in the world.",not populist,12/2/20 18:46,randomly,not populist,agree
692,692,2004-09-09-remarks-colmar-pennsylvania,30,"I told you there's some systems that need to change. One system that needs to change is the Federal Tax Code. It is too cumbersome. I tried to hold it the other day—[laughter]—when I was campaigning in Missouri. I'm in pretty good shape. It was hard to hold it. It's got a million words in it. It takes the American people 6 billion hours a year, every year, to file these forms. It is full of special interest loopholes. For the sake of economic growth and for the sake of fairness, we need to change the Tax Code. We need to make it simple and easy to understand.",not populist,12/2/20 18:46,randomly,not populist,agree
693,693,3262,8,"And I have worked very hard and I'm proud to be able to say that compared to four years ago, in virtually every category of measurement, by those standards, we are better off than we were four years ago. We are on the right track to the twenty-first century. You know, in nearly every election and in too many over the last ten years or so, as you get along toward the end of the election things tend to get sometimes harsh and personal. And many of you said to me tonight--I appreciate it--that you liked the way I avoided that in the second debate. I thank you for your comments about that. But let me say that to me it is not necessary to do that, and in fact, doing that undermines what I think we ought to be doing, which is to look at the fact that we have two candidates and two philosophies here that are very different about how to reach the twenty-first century. And they are so different and clear, a vote should be easy to cast, and no one should be willing to stay home because the consequences are so significant for how we'll have to live.",not populist,12/2/20 18:48,randomly,not populist,agree
694,694,2722,7,"In order to make that clear to the Soviets, I have agreed to meet with Soviet Foreign Minister Gromyko in New York on September 27.  This will be my fourth meeting with the foreign minister.  And I will tell him three things:",not populist,12/2/20 18:48,randomly,not populist,agree
695,695,2236,6,"So let us then resolve that we are not only going to elect a new president--and a new vice president by electing my great running mate, Sargent Shriver--but we are also going to end this war. We are going to end it without delay, and restore our prisoners and our troops to their homes, and then we can get on with the real business of America. Now right at the top of the list--priority number one here at home--is to set in motion those economic policies that those Democrats have always believed in and to refine those policies so that we can guarantee a decent job for every man and woman in America who wants to work--that is pledge number one; and then let us launch the kind of a successful and practical attack against the problems of inflation that President Kennedy and President Johnson carried out so well from 1961 until 1965, and let us make sure that we have some dependable guidelines on profits and prices and interest rates and an evenhanded inflationary policy that will protect the people of this country against the unconscionable cost of living that now confronts every citizen in the land. ",not populist,12/2/20 18:48,randomly,not populist,agree
696,696,938,3,"What we all want, my friends, is liberty and prosperity here at home.  And we want peace and freedom around the world.  We have to work for these things.  We will never get them by just standing still.",not populist,12/2/20 18:49,randomly,not populist,agree
697,697,2016-07-21-national-convention-cleveland,3,"Americans watching this address tonight have seen the recent images of violence in our streets and the chaos in our communities. Many have witnessed this violence personally, some have even been its victims. I have a message for all of you: the crime and violence that today afflicts our nation will soon – and I mean very soon – come to an end.",not populist,12/2/20 18:49,randomly,not populist,agree
698,698,3229,20,"We can have a stronger economy without sacrificing workers' rights, workers' job security and safe workplaces. And I will keep fighting to protect striking workers from being permanently replaced. I will also continue to use my veto pen to stop Republicans in Congress from attacking our working families and the unions that represent them. Our unequaled progress throughout the entire twentieth century would simply not have been possible without the unions that helped to make it happen. I know I can count on you to help me build that bridge to the twenty-first century.",not populist,12/2/20 18:50,randomly,not populist,agree
699,699,1379,8,"This power has long been the essence of the American ideal. I would hope that all of us would cherish that ideal--that all of us would remember that the perception of truth is more important than which party wins the election. It is only in this spirit that I could ask for your support today--in an unlimited faith in the people, and in an unlimited conviction that the truth will prevail.",not populist,12/2/20 18:51,randomly,not populist,agree
700,700,3230,41,"Now, folks, you have a clear choice in thirty-nine days. Are we going to build a bridge to the past or a bridge to the future? Do we really think it's better to say you're on your own, or was my wonderful wife right--it does take a village like Longview to raise our kids and build our businesses and build our future?",not populist,12/2/20 18:51,randomly,not populist,agree
701,701,2480,0,"Good morning. Betty and I are delighted to be in the great state of Illinois, in particular in Bloomington and McLean County. Thank you very much.",not populist,12/2/20 18:51,randomly,not populist,agree
702,702,2826,9,"We saved the Social Security system from collapse while benefits continued to rise. And this is one--let me just pause and say here--this attack, so falsely based that it's frightening so many senior citizens unnecessarily. I'm going to repeat what I said on a certain Sunday night recently. No one in our administration has any idea of pulling the rug out from under the people who are dependent on Social Security.",not populist,12/2/20 18:53,randomly,not populist,agree
703,703,2004-10-09-remarks-chanhassen-minnesota,43,"Our missions in Afghanistan and Iraq are clear. We will help the Afghan people and the Iraqi people by training them, so they can fight for their own freedom, so they can fight for the destiny of their people. We'll help them get on the path to stability and democracy as quickly as possible, and then our troops will come home with the honor they have earned.",not populist,12/2/20 18:53,randomly,not populist,agree
704,704,3236,26,"What is the point of that? President Kennedy believed we could go into space and make a success of the space program. And he fought for it. I'm glad he did. I'm glad he supported it. I'm glad I have supported it. And I'm glad we've still got it. And I think those who thought it shouldn't be done were wrong. We have to continue to invest in research to build a better future. I want the young people here to be able to do those jobs of the future. We are today building a supercomputer with IBM that will do more calculations in one second than you can do on a hand-held calculator in 30,000 years. And we have to do that.",not populist,12/2/20 18:53,randomly,not populist,agree
705,705,2448,7,"And although I am a product of public schools, I strongly believe that our nonpublic schools are vitally important in our society. Public schools are better when they have competition from nonpublic schools. Therefore, it's always been my view that we should find a way under our federal tax policy to give an opportunity for those who want to send their children to nonpublic schools should get some tax relief.",not populist,12/2/20 18:54,randomly,not populist,agree
706,706,2618,22,"You remember in 1973 when Israel was in the throes of a war. The Republican administration announced quietly that we would reassess America's relationship with Israel. And in effect, there was a cutoff of arms and a freeze on relationships in an attempt to force Israel to succumb to the will of the Republican president. It's good for us to think on these things.",not populist,12/2/20 18:55,randomly,not populist,agree
707,707,2988,12,"He ran a country store in our little town of Hope. There were no food stamps back then, so when his customers--whether they were white or black, who worked hard and did the best they could, came in with no money--well, he gave them food anyway--just made a note of it. So did I. Before I was big enough to see over the counter, I learned from him to look up to people other folks looked down on.",not populist,12/2/20 18:55,randomly,not populist,agree
708,708,3202,11,"So I went to Washington with a simple, straightforward economic strategy, as I said, to create the conditions and give people the tools to succeed in the global economy that we have today and the one we're certainly going to have in the twenty-first century. I wanted to, first of all, get the deficit down to decrease interest rates and increase investment in the private sector. Secondly, I wanted to increase investment in education and technology and research in the areas that would grow the economy, which meant that if we're going to do that while reducing the size of the government, we had to rather dramatically reform the way the federal government works and the way it delivered services.",not populist,12/2/20 18:56,randomly,not populist,agree
709,709,958,8,"But, as I have said, the great Communist conspiracy had its first real chance when the Republicans fumbled and bungled this nation into the Great Depression--""""fumbled and bungled"""" is not mine but one of their favorite oratorical epithets for everything the Democrats have done for twenty years. You remember the bitter winters of 1930 and 1931. Farmers in Arkansas--conservative, law-abiding farmers--organized to march on towns and loot the stores. Children left home to spare their parents another mouth to feed; so many of them left that the railroads put on special open boxcars to keep the kids from breaking into the closed ones. Millions of American men and women waited in the breadlines. An army of ragged veterans actually marched on our national capital. ",not populist,12/2/20 18:57,randomly,not populist,agree
710,710,2297,24,"During eighteen years in politics, I have never seen such efforts to poison the political dialogue. These Republican politicians have fouled the political atmosphere for all of us who see public service as a high calling. They do not seek to defeat the Democratic Party; they seek to destroy it.",not populist,12/2/20 18:57,randomly,not populist,agree
711,711,2026,8,"We want greater safety from crime and violence.  Last week I proposed a comprehensive and specific program of assistance--federal assistance to support our local police, courts, and penal institutions.  Passion and prejudice, bombast and bumper stickers will not lick crime.",not populist,12/2/20 18:57,randomly,not populist,agree
712,712,1793,12,"I remember my father in the last days he lived.  He had excellent medical care because we're fortunate that the medical care under our system is the best in the world, but his medical bills that year were over $2,000, and I know what a difficult thing it was for him and my mother to pay those bills.  That's why I feel deeply on this subject, deeply from that standpoint and deeply because I think in this country of ours we must find a way in which our older citizens can get the protection that they need when these disastrous diseases come upon them.",not populist,12/2/20 18:58,randomly,not populist,agree
713,713,2291,10,"But I believe it can be done. I believe that a president who keeps faith with the American people will in time revive their confidence in government and rekindle their confidence in America. I believe this because I have been out in the country, campaigning among the people. I have traveled this land for twenty months in quest of the presidency and in search of a vision for America.",not populist,12/2/20 18:58,randomly,not populist,agree
714,714,3312,22,"This could be the most important issue not just in this election, but in the next ten to twenty to thirty years. And more than 200 years ago, when our nation's founders drafted our Constitution here in Philadelphia, they included among the prime objects of the new government--and I quote--""""to ensure domestic tranquility."""" To ensure domestic tranquility.",not populist,12/3/20 1:23,randomly,not populist,agree
715,715,2004-10-25-remarks-davenport-iowa,44,"My opponent takes a different approach. He said he talks about protecting Social Security, but he's the only candidate in this race who has voted eight times for higher taxes on Social Security benefits. Audience members. Boo-o-o!",not populist,12/3/20 1:23,randomly,not populist,agree
716,716,3361,26,"And don't forget the California Civil Rights Initiative. I don't believe in discrimination. I'm disabled. If there's discrimination, I might be out somewhere where I couldn't contact anybody. I don't believe in discrimination, and if somebody discriminates they ought to be punished. We have to live in America. We're all Americans. We are one America. Black or white or disabled, or whatever, we're all Americans. We're proud Americans. This is the greatest country on the face of the earth and we ought to support the...[missing text].",not populist,12/3/20 1:24,randomly,not populist,agree
717,717,2866,28,All right. Thank you. Thank you.,not populist,12/3/20 1:24,randomly,not populist,agree
718,718,2794,42,"I had a ranch--well, I have a ranch--but I was running grazer cattle at the time. And then it just dawned on me, with all that space out there and everything, why didn't I put in a battery of chickens and raise our own eggs and have eggs at home. And I did. And it worked just fine. It was wonderful to sit down, our own eggs there at the breakfast in the morning, until I found out that they were costing me $1.65 an egg. So, I gave up poultry. ",not populist,12/3/20 1:24,randomly,not populist,agree
719,719,1326,14,"""""There is not peace--real peace--while more than half of our federal budget goes to an armaments race with the most powerful military despotism the world has ever known, and the earth's atmosphere is contaminated from week to week by exploding hydrogen bombs. """"There is not peace--which can only mean world peace--while millions chafe in Communist chains. In Asia, the Middle East, Africa, and even some parts of Latin America, ugly tension and unbridled nationalism are mixed up, often in dangerous ways, with hopes and aspirations we all respect."""" ",not populist,12/3/20 1:33,randomly,not populist,agree
720,720,3101,7,AUDIENCE MEMBERS. Four more years! Four more years! Four more years!,not populist,12/3/20 1:33,randomly,not populist,agree
