,total_id,Speech_id,par_id,text,party,term,comp,populist_old_keywords
14304,3312_22,3312,22,"This could be the most important issue not just in this election, but in the next ten to twenty to thirty years. And more than 200 years ago, when our nation's founders drafted our Constitution here in Philadelphia, they included among the prime objects of the new government--and I quote--""""to ensure domestic tranquility."""" To ensure domestic tranquility.",rep,1996,False,False
64944,2004-10-25-remarks-davenport-iowa_44,2004-10-25-remarks-davenport-iowa,44,"My opponent takes a different approach. He said he talks about protecting Social Security, but he's the only candidate in this race who has voted eight times for higher taxes on Social Security benefits. Audience members. Boo-o-o!",rep,2004,True,False
11339,3361_26,3361,26,"And don't forget the California Civil Rights Initiative. I don't believe in discrimination. I'm disabled. If there's discrimination, I might be out somewhere where I couldn't contact anybody. I don't believe in discrimination, and if somebody discriminates they ought to be punished. We have to live in America. We're all Americans. We are one America. Black or white or disabled, or whatever, we're all Americans. We're proud Americans. This is the greatest country on the face of the earth and we ought to support the...[missing text].",rep,1996,False,False
53,2866_28,2866,28,All right. Thank you. Thank you.,rep,1984,False,False
14923,2794_42,2794,42,"I had a ranch--well, I have a ranch--but I was running grazer cattle at the time. And then it just dawned on me, with all that space out there and everything, why didn't I put in a battery of chickens and raise our own eggs and have eggs at home. And I did. And it worked just fine. It was wonderful to sit down, our own eggs there at the breakfast in the morning, until I found out that they were costing me $1.65 an egg. So, I gave up poultry. ",rep,1984,False,False
38374,1326_14,1326,14,"""""There is not peace--real peace--while more than half of our federal budget goes to an armaments race with the most powerful military despotism the world has ever known, and the earth's atmosphere is contaminated from week to week by exploding hydrogen bombs. """"There is not peace--which can only mean world peace--while millions chafe in Communist chains. In Asia, the Middle East, Africa, and even some parts of Latin America, ugly tension and unbridled nationalism are mixed up, often in dangerous ways, with hopes and aspirations we all respect."""" ",dem,1956,True,False
23110,3101_7,3101,7,AUDIENCE MEMBERS. Four more years! Four more years! Four more years!,rep,1992,False,False
20378,2988_22,2988,22,"Our country is falling behind. The President is caught in the grip of a failed economic theory. We have gone from first to thirteenth in the world in wages since Reagan and Bush have been in office. Four years ago, candidate Bush said America is a special place, not just """"another pleasant country on the U.N. roll call, between Albania and Zimbabwe."""" Now, under President Bush, America has an unpleasant economy stuck somewhere between Germany and Sri Lanka. And for most Americans, Mr. President, life's a lot less kind and a lot less gentle than it was before your administration took office. Our country has fallen so far, so fast that just a few months ago the Japanese Prime Minister actually said he felt """"sympathy"""" for the United States. Sympathy. When I am your president, the rest of the world will not look down on us with pity, but up to us with respect again.",dem,1992,False,False
67459,2016-09-30-coral-springs-florida_24,2016-09-30-coral-springs-florida,24,"And, like I say, I'm not just excited about winning an election. I'm excited about doing the work. I'm excited about listening to Americans. I'll continue to travel our country. I'll be here in Florida so much you'll get sick of me because I want to be a good partner for Florida. I mean, Florida is already suffering from climate change, and you have a governor who ordered the state government never to say the word or write the phrase. That's kind of hard to believe. So there's a lot we're going to do together: jobs, rising incomes, opportunities. And that's what gets me excited.",dem,2016,False,False
58984,2004-10-26-richland-center-wisconsin_34,2004-10-26-richland-center-wisconsin,34,"Let me talk about another issue, and then we're going to talk to our guests. I have made a commitment to our seniors not only to good-quality Medicare but to Social Security. And Tommy and I were talking about the 2000 campaign. We were coming down the stretch, and they ran some ads here in this State that said to the seniors of Wisconsin, """"If George W. gets elected, you're not going to get your check."""" I don't know if you remember those. Tommy sure remembered them. Well, I want you to tell your friends and neighbors this: George W. did get elected, and the seniors got their checks. And the seniors will continue to get their checks. The Social Security trust, no matter what the politicians say, is in good shape for our seniors. It's going to meet—the seniors have nothing to worry about. Every 4 years, the scare tactics come out. I just assure you, you're going to get your checks. And baby boomers like me, we're in pretty good shape when it comes to the Social Security trust.",rep,2004,False,False
29775,3318_50,3318,50,"When I say it can be done, you don't have to take my word for it. In yesterday's USA Today, more than a hundred prominent economists endorsed my program. Four of them have won the Nobel Prize in economics.",rep,1996,False,False
63001,2004-09-03-rapids-iowa-1_9,2004-09-03-rapids-iowa-1,9,"This morning, we received the jobs report for August. It shows that our economy has added 144,000 new jobs, plus revisions upwards of about 60,000 for the previous 2 months. We've added 22,000 manufacturing jobs last month. We've added over 1.7 million jobs since August of '03. The national unemployment rate is 5.4 percent. That's lower than the average of the 1970s, the 1980s, and the 1990s. The unemployment rate in your State is 4.4 percent. This economy is strong. The farm economy is strong, and we intend to keep it that way.",rep,2004,False,False
62658,2004-10-23-remarks-melbourne-florida_34,2004-10-23-remarks-melbourne-florida,34,"The President. He voted against the higher child tax credit. He voted against the marriage penalty relief. He voted against lower taxes. If he had had his way, an average middle-class family would be paying 2,000 more dollars a year to the Federal Government.",rep,2004,False,False
42634,1785_11,1785,11,"This is the way they say to do it, and we say that's the wrong place to start.  We say that when you want progress in America, the place to start is not to start with what Washington does, but to start with what people do and then work up to Washington, with Washington filling what people cannot do. We say that history tells the American people that the way to progress is not through weakening individual responsibility but strengthening it.  We say that history tells the American people that the way to progress is not to weaken the states and their responsibility, but to strengthen them.  We stand for strengthening the rights of the states and they stand for weakening them, and I submit to you that ours is the position that you support and not theirs on this issue as well.",rep,1960,True,True
55604,2008-09-17-remarks-elko-nevada_13,2008-09-17-remarks-elko-nevada,13,"When I talk to those young veterans who come back from Iraq and Afghanistan, I see my grandfather, who signed up after Pearl Harbor, marched in Patton's Army, and was rewarded by a grateful nation with the chance to go to college on the GI Bill. In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country. And when I listen to another worker tell me that his factory has shut down, I remember all those men and women on the South Side of Chicago who I stood by and fought for two decades ago after the local steel plant closed. These are my heroes. Theirs are the stories that shaped me. And it is on their behalf that I intend to win this election and keep the promise of America alive as President of the United States.",dem,2008,True,False
17837,3112_15,3112,15,"Here's how he responds: He says, forget it, """"I'm a different kind of Democrat."""" Yes, I've heard that one. Listen to his first political boss, George McGovern. McGovern says, and here's what I quote, """"The Democratic ticket is much more liberal underneath, and they will show it after they are elected."""" Let's see that they are not elected to this high office. ",rep,1992,False,False
44245,2474_6,2474,6,"Third, Mr. Carter proposed putting a tax on all church properties other than the church building itself. He wants to tax church-supported schools, church-supported hospitals, church-supported orphanages, and church-supported retirement homes. Those activities are just as much a part of the church's work as the physical place of worship, and we shouldn't let him get away with that kind of a tax policy.",rep,1976,False,False
4113,1983_41,1983,41,"Mr. Kennedy had a knife in his stomach, and he kept it there. And hour after hour and day after day those two leaders of millions of people, affecting billions of people, were eyeball to eyeball, and every mother, every child, and every human being that had any sense was living in great doubt about tomorrow. Because of that leadership and because of that judgment, and because of that experience, our Commander in Chief used power with restraint. He had his airplanes in the air and he had them loaded with bombs, and he had men that knew how to open that bomb bay. He had his carriers located at their proper places, and he had his Marines ready to jump out of those planes.",dem,1964,True,False
19957,2234_1,2234,1,"Now, most of all, we are going to win this election because everyone here loves this country enough so that we want to call it to a higher standard. We don't have the John Connally's with us, we don't have the oil barons and the big money--but we will take the working people of this country: the young people, the senior citizens, the small businessmen, the farmers, and those who toil for a living, and that is how we will win this election on November 7th. I will trade the support of John Connally and his Wall Street friends for the support of State Street any day in the week. So let us draw strength at the beginning of this campaign from those who have made a similar journey in earlier times. Let us draw strength from the memory of Robert Kennedy who called on us to make gentle the life of the world. Let us draw strength from John F. Kennedy, this man who demonstrated that it is possible to love.",dem,1972,True,True
14694,2031_40,2031,40,"That is why I suggest that with the use of health centers in our neighborhoods, we can do so much.  I propose to extend medical care for all children, particularly starting out--we will start now with the low-income family--during the first year of life, placing special emphasis on nutrition, on dental care, and on crippling disabilities.  The Medical Association, the Dental Association, the Hospital Association, all of them are ready to cooperate.",dem,1968,False,False
48763,2329_5,2329,5,"But perhaps more likely, from what I have learned in my rather brief acquaintance with the intricacy of this problem, there will not be any single cure, it will not come suddenly.  It may be that many people will each contribute partial cures-progress for various forms of this dread disease.  But whenever and wherever the answers come, what they are going to represent is the final steps of a long journey, a journey that many of you in this room have been on for many, many years.  And those who took all the other steps, the first very difficult early steps when government did not provide as much support, when it was harder to get the volunteers to put up the money that was necessary, those of you who took those steps, who carried the fight then, when it was difficult, you are going to deserve the credit when the victory finally comes.",rep,1972,False,False
32562,2598_13,2598,13,"You know how hard black and white leaders both worked to give black citizens of this nation a right to vote. And you also remember in history what has happened when Democrats, who were supposed to be loyal to our party, sat back because of confusion or timidity and did not vote or did not work. One of the most vivid memories in my mind is 1968. The Republicans nominated Richard Nixon for president. The Democrats nominated Hubert Humphrey for president. Many people, as you well remember, had been for Senator Gene McCarthy, and when Hubert Humphrey got the nomination to replace Lyndon Johnson as president, a lot of Democrats said, """"Hubert Humphrey's not perfect. I'm not going to help him. Let him shift for himself."""" So Hubert Humphrey never went to serve in the Oval Office; Richard Nixon did. It was not the fault of the Republicans who supported Richard Nixon. That was their duty, that's what we expected them to do. The fault lay in Democrats who forgot what the issues were.",dem,1980,False,True
4384,2905_10,2905,10,"The fact is that Mr. Bush has no plan, but he does have a record--a record of indifference, a record of neglect, a record that even the American flag can't hide. He didn't lift a finger to stop his own administration from cutting Medicare and rural health clinics and prenatal care, and child nutrition and polio vaccinations for young children.  The fact is that, when the time came to stand up for the health needs of America's families, George Bush was nowhere to be found.",dem,1988,True,False
44027,1960_31,1960,31,"In 1954, our opponent voted not to spend $350 million, more for Army personnel and maintenance. I voted for that increase. In 1955--let's just come right on up to date--our opponent voted not to invest $46 million more for our Marine Corps. I voted for that $46 million.",dem,1964,True,False
31321,2601_8,2601,8,"The enormous responsibility of this duty and challenge is perhaps the preeminent issue in the 1980 election, a radical departure from the policies and beliefs and commitments of presidents who preceded me in the Oval Office ever since the Second World War. It's important for our nation to have an energy policy in the future that steadily removes our dependence upon and our potential subservience to the Arab OPEC nations for our oil supplies. In 1979 OPEC increased the price of oil more than the oil prices had been increased since oil was first discovered in the 1800's. Americans have reacted well, and with the help of Senator Kennedy and others, we've broken a major part of the stranglehold on our nation's diplomacy formerly threatened at least by countries in the Persian Gulf region.",dem,1980,True,False
4143,3164_27,3164,27,"We have led and dramatically changed the world, and I want to take that leadership now and help lift these kids up and give them a better life. But I'll tell you why I believe it. I believe I will win because I believe in the final analysis that my wonderful wife--and I think we've got a first-class first lady in that White House, and I am very proud of her.",rep,1992,False,False
7072,1158_2,1158,2,"I get up early in the morning and I talk all day long.  By evening my vocal chords are showing the strain and my disposition and everything else.  But then I think of you people who work not only on an intensive basis like that part of the time, but all the time, keeping the party together, keeping it financed, keeping it presented properly before all the people, and I realize what public service really means.  It is not just the limelight, although sometimes these lights are pretty bright, at that.  It is the day by day chore.",rep,1952,False,False
53481,2012-09-20-question-and-answer_46,2012-09-20-question-and-answer,46,"Now, if we truly believe that education is the key not only for opportunity, but also for making sure we can compete in this 21st-century economy, that is not a tolerable situation. And I've put forward specific plans, with the budget behind it, to deal with these issues. And my opponent would actually roll back the progress that we've already made.",dem,2012,False,False
13720,1908_11,1908,11,"He is the worker, and he hopes someday he can have a little hospital care, he can have a little pension, he can have a little social security, he can have a place to take Molly and the babies when he retires.  That is his great love.  His boys go to war; they fight to preserve this system.  He likes his boss and he respects him.  He believes in free enterprise, and he does not hate the man who makes a reasonable return.",dem,1964,False,False
43422,2070_4,2070,4,"MISS STEVENS:  Oh, go ahead. VICE PRESIDENT HUMPHREY:  I thought you might want to know.  When I came in and saw Inger, I said, M-m-m, you look delicious. ",dem,1968,True,False
