Speech_id,text,length,par_id
2924,The best America isn't behind us; the best America is yet to come.,66,998
1593,"Here in this community which depends upon the harnessing of the rivers, which depends upon the breaking of the atom, which depends upon the maintenance of an effective agricultural program, I believe that you here in Kentucky, in the dark and bloody ground of history, you in Kentucky join me in looking forward out of this wellspring of American vitality and scenes of history, I believe that you say now in 1960 that it is time that the United States started moving again; it is time that we had in Washington once again an administration which will set before us the unfinished business, the agenda of our day, and which will start this country moving again.  Thank you.",673,998
1587,"These countries and these leaders speak a variety of languages.  But once this country begins to move again, we will be speaking the language they understand; and they will turn their backs on those who would make a mockery of their new freedom, and rally to those who started the fight for independence.",304,998
1587,"None of this will be easy.  The frontiers which Henry Clay conquered were not easy.  But history was on his side--and I believe that once we are on the move, the sun will shine bright, not only on old Kentucky homes, but on new homes, across Kentucky, across America, and across the world.",289,999
2930,Because the best America is not behind us.  The best America is yet to come.,76,998
2703,"Let us resolve tonight that young Americans will always see those Potomac lights; that they will always find there a city of hope in a country that is free. And let us resolve they will say of our day and of our generation that we did keep faith with our God, that we did act ""worthy of ourselves;"" that we did protect and pass on lovingly that shining city on a hill.",368,998
2065,"We are going to decide it on November 5th.  That is when it is going to be.  November 5th, and if we make the wrong decision, God bless you.  And if we make the right decision, God will bless you.  ",198,998
2065,Thank you very much.  ,22,999
2071,Now I'd like to hear from you.,30,998
1578,Thank you.,10,998
2717,"And then you, the American people, can make your choice.",56,998
1236,"I pledge you my unceasing efforts to find the men and the means to build for peace.  With an abiding faith in Almighty God and with the strength that will come to us in that faith, we will work with people of good will everywhere for peace that will be just and lasting.",270,998
1236,"There can be no greater cause.  To its service, I now invite you.",65,999
3347,"And I want to do it for you. I want to do it for you. I'm not trying to fill out any resume. I'm not looking for work. I want to do it for America. I want to do this for everybody. And we're going to get it done because the American people are beginning to focus. And when they focus they look at my record, they look at his record, they're going to vote for me on November 5th. ",379,998
3347,Thank you very much. And God bless America.,43,999
2059,We can lift our people.  We can take care of our older citizens--in dignity and in self-respect.  And we can give our young people reason to believe that this system is worth saving and that America is worth every ounce of their energy.  We can bring a sense of faith and confidence back into American life.  We can believe in each other.  We can make this country sing.,370,998
2059,"We can have one America--not an America of one mind, but of one spirit.",71,999
1550,"I run for the presidency in 1960 in the conviction that the people of this country are willing to give, are willing to sacrifice, and will spare no effort and will not meet disaster.",182,998
1550,"That is our objective, and that is our policy.",46,999
1544,"In any case, I want to express my thanks to you all. I think here in Pennsylvania you know as much about the issues as you can know. You have a distinguished Democratic governor. You have had serious problems which have faced this state because it is a major industrial component of the United States. If our economy is moving ahead, then Pennsylvania moves ahead. If our economy stands still or is on a plateau, then Pennsylvania stands still. This is, in a sense, a weathervane state, because if its basic industries are moving ahead, I think the future of this state will be assured. What we want for this state we want for our country, and what we want for our country, we want for the free world.",701,998
1544,"In the American Revolution of 1776, Thomas Paine said that the cause of America is the cause of all mankind. I think in this case the cause of all mankind is the cause of America. I think we have a great contribution to make, and I am satisfied that we are going to make it. I want it said not in November but in a later date in our history by 1965 or 1970, or 1975 or 1980, when the world begins to move in the direction of freedom that we have met the enemy and they are ours. Thank you.",489,999
3353,"So I want to thank everybody inside and the hundreds and hundreds and hundreds outside. I understand they're able to hear us out of doors. We appreciate very much your coming. What we want is a big, big, big majority in this area so we can roll through Florida with a big, big, big majority.",291,998
3353,Thank you very much. God bless America. God bless everybody here. Thanks for coming. We're going to do it. We're going to do it. Dole-Kemp. Dole-Kemp. Dole-Kemp. All right.,172,999
1222,"And now before this train pulls out, let me bring out Mamie for a second.",73,998
3352,"You probably haven't heard it back here yet, but they proposed a new tax out West. Bruce Babbitt, the Interior Secretary, said it's a win/win tax. Everybody benefits. Well, that's because he's never probably paid a lot of taxes. But--it's a tax on birdseed and hiking equipment, and RVs...[missing text]...and everything else, a tax on everything...[missing text]. It's not my tax.... the last time I checked Babbitt was part of this administration.",449,998
3352,"So--keep in mind one thing and forget everything else. Let's give America back to the people. Let's give America back to the people. And we will give America back to the people with my leadership and...[missing text]...leadership, and ...[missing text]...who's about to come up here, and Connie Mack, who's going to wrap up this program. Let me invite the other Republican candidates and office holders up here now. Connie, come on up here. This is the Dole-Mack, whatever tax plan--all right.",493,999
1545,"Therefore, whether I am in the U.S. Senate next year or whether I hold the office of the presidency, in my judgment the Congress and the president must pass a medical-aid bill through Social Security which I think represents the best hope for all of us. Especially as we are all aging very fast these days.",306,998
1545,Thank you very much for coming out. I appreciate it.,52,999
1223,"Of course, all over the world our objective is peace with honor--secure peace--in which we can dwell without these constantly recurring crises.  That is a longer term program, and one point I wanted to bring to you this morning is that message of hope that we can do something about getting our boys out and pushing any program of training, organization, equipping now going on--pushing it intensively and getting it done.",422,998
1223,Already they have told me I have used up my time.  I do want to do this:  I thank each and every one of you who has come out here today and done me the honor of listening to me for this long and with your permission I would like to bring out Mrs. Ike to wave her farewell.,272,999
1237,Thank you very much.,20,998
1551,"Franklin Roosevelt early in his administration said that ""This generation of Americans has a rendezvous with destiny."" I think they met that rendezvous. I am asking this generation of Americans in 1960 to do the same, to do in its time what those generations before us did, to maintain freedom and serve as an example and a bright light to the world around us. That is our opportunity, and I think that is our destiny. Thank you.",429,998
2058,That will be my goal as president of the United States.,55,998
1579,"One hundred years ago, Lincoln wrote to a friend, ""I know there is a God and that He hates injustice.  I see the storm coming and I know His hand is in it.  But if He has a place and a part for me, I believe that I am ready.""  Now, 100 years later, we know there is a God and we know He hates injustice and we see the storm coming, but if He has a place and a part for us, I believe that we are ready.  Thank you.  ",415,998
2070,"I said to these--I want to say to them that I believe in what we call the lottery system, the random selection system.  If your number is called at age nineteen, you have got to go, and if it isn't, you don't have to go.  It is just that simple.",245,998
2716,"Tomorrow, the debate on deficits enters a crucial stage.  I will level with you.  I will tell you what I'll cut and who will pay.  I challenge Mr. Reagan to do the same.  You have a right to learn his plans--not after the election but now.",239,998
2064,Thank you very much.,20,998
1586,"Now, 100 years later, in the election of 1960, we know there is a God, and we know He hates injustice, and we see the storm coming, but if He has a place and a part for us, I believe that we are ready.  Thank you.",213,998
2925,"And Lloyd Bentsen and I aren't going to bankroll drug kingpins, like Noriega; we're going to confiscate their bankrolls and use them to help us fight the war against crime.  Because that's how we build the best America.",219,998
1592,"We want students and graduates to recognize that this college of the University of Kentucky, and Transylvania and all the rest, have not been built up, have not been developed, merely to advance the private economic interest of its graduates.  They have a greater purpose in mind.  No college graduate can go out from any college today without being a man of his Nation and a man of his time, without pursuing in his own life, not only his private interest, but the welfare of his country.  In this dangerous and hazardous time, I believe the Democratic party, stretching its roots deeper than any political party in the world today, going all the way to the wellsprings of Thomas Jefferson and Madison, I believe that once again this old party, still the youngest from the point of view of vitality and energy, once more will be called upon to serve the great Republic, and in serving the great Republic will serve the cause of liberty.  Thank you. ",950,998
2919,The best America isn't behind us.  The best America is yet to come.,67,998
2528,Thank you.,10,998
1021,"We also have the assistant chairman of the New York State Democratic Committee, Miss Parisi. In fact, I think we are doing pretty well, don't you? Some people have the idea that these campaign trains are nothing but hard-boiled politicians, but we have softened it up a little here.",282,998
1747,"He represents a party which totally opposed the Social Security twenty-five years ago, and only one senator in the entire U.S. Senate this summer voted for medical care for the aged tied to Social Security.  Do you know the bill that is now written into law?  If you support your parents, or if you are parents who are supporting yourselves, before you can get any assistance, you have to indicate that you are medically indigent.  That means your savings, those of your family, go, and then you can get some assistance.  What we propose is that all who work contribute under Social Security less than 3 cents a day in their working years, and when they retire, they will have rights.  Now which is the most responsible, which is the most progressive?  I must say, the more I look at that sorry record that the Republicans have written in this century, the more convinced I am than ever, if this country is going to move ahead in education, in employment, in security, in agriculture, in developing our natural resources, the Democratic party represents the hope of the future.  And we will never be strong in the world, we will never be respected, unless we are strong here in the United States.  ",1198,998
1747,"So I come the full circle to where I began, and the weather is beginning to get cold again.  Away back in January I came to Manchester seeking your support in the primary, and now in the closing hours of this long campaign which has stretched almost over a year, I come to Manchester and the state of New Hampshire and ask your support once again.  And I can give you my assurance that if we are successful tomorrow, we will move New Hampshire and the country forward, and if I am unsuccessful tomorrow, I will continue to labor for the best interests of Massachusetts, New England, and the United States.  But I believe tomorrow is our opportunity.  Tomorrow I believe the people of this country will choose to meet their obligations as citizens, and among them and in the lead will be the great state of New Hampshire. ",821,999
3150,"We are not a nation in decline. We are a nation on the move. With our education and our job retraining and our caring for people, we are going to make America better. We're going to create jobs worldwide, and I will see that we continue to be the most respected leadership country in the entire world. ",302,998
3150,"Thank you all, and may God bless the United States of America. Thank you very much. Thank you very much. God bless you all.",123,999
3144,"Thank you all very, very much.",30,998
1035,"We think that any close and careful analysis, both of where we have been and where we are, and where we are going can lead you to but one conclusion. And we don't look forward with any exultation to the responsibility, the appalling responsibility, that would be entrusted to us. But, we feel like you do, that the cause is a good one and that the American people have a destiny which is going to be determined, perhaps for generations to come, in the next few years.",467,998
1035,"Thank you, and before I leave may I have the privilege of introducing to you some of the people who have been traveling with me these past few days. I have my son, who joined me last night, who goes to school in Massachusetts--my son John Fell. The thing he says he likes most about the campaign is that he got a day off from school. And I have my sister, Mrs. Ernest Ives. And, I also have Mrs. India Edwards, the vice chairman of the Democratic National Committee. And because the Volunteers for Stevenson all over the United States are doing so much to win the Independents to our cause and, incidentally, to switch the faint of heart--of which I am happy to see there are so many--we have Mrs. Edison Dick, the national vice chairman of the Volunteers for Stevenson. There is also the Secretary of Labor, Mr. Maurice Tobin, former governor of Massachusetts. Thank you for your courtesy. We are now going to resume our long and happy journey.",945,999
2514,"It has been a pleasure and a very high honor to have the opportunity of joining you this morning, and I thank you very, very much.",130,998
2272,"This Earth of ours is our most precious heritage. It is ours to use wisely and love deeply. Nothing less will ensure a hospitable dwelling place, here in the plains and mountains we love, and throughout this country, for our children's children.",245,998
3178,"Ideas, action, and character: I have tried very hard to demonstrate all three. And so I came here to this great part of Wisconsin, in Oshkosh, to ask for your support, to ask for your vote. Do not believe we are a nation in decline. We are the United States of America, the most respected country on the face of the Earth. I ask for your vote for four more years to lead this country.",384,998
3178,May God bless the United States of America. Thank you very much.,64,999
2266,"And let me say at the end what I said at the beginning. Ohio is crucial to this campaign, for if the people of Ohio and the heart of America respond, then people all over this country will respond, and we will have a great Democratic victory from the White House to the court house. We will bring this country home to the people and home to the principles which can make us the great and good country that I am convinced the American people want us to be.",455,998
2266,Thank you very much and God bless you all.,42,999
1009,"For in the final accounting, ""What shall it profit a man if he shall gain the whole world, and lose his own soul?""",114,998
3193,"About 200 years ago, when our nation stood at the dawn of the nineteenth century, John Randolph of Roanoke, Virginia, one of the great congressional leaders of his time, said it best. Randolph was a great supporter of the militias, out of which this organization grew. He knew the power of the love of liberty. On the floor of the House in January of 1800, John Randolph said, ""When citizen and soldier shall be synonymous, then you will be safe.""",447,998
3193,"It was true then, it is true now, and you have made it true. Thank you and God bless you.",89,999
1784,Thank you.,10,998
1948,Thank you and good night.,25,998
1790,Thank you.,10,998
2299,"That is my hope for this country. That is why I need your help to work for me. Every indication shows that the black community is with us in this election. They only need to be convinced their votes can make a difference. If we can get out the vote in these neighborhoods, just to the extent that Hubert Humphrey did, we can carry California. And if we carry California we can carry the country.",395,998
2299,"Because the people who need the equal hand of a president the most, make it possible. And that is what I promise will begin just eleven days from today.",152,999
3187,And don't let anyone tell you we're a nation in decline. We've come out of some very hard times. We're beginning to move. And I ask for your support for four more years to help every young person in this room enjoy the American dream.,234,998
3187,May God bless the United States of America. Thank you very much. Thank you and God bless you all. Thank you. ,109,999
1960,Let's preserve this nation as our forefathers intended it should be--a nation of peace with honor; a nation of prosperity for all; a nation where all men are treated equally and where there is special privilege for none.,220,998
1960,Thank you.,10,999
1974,"Now, folks, I want to tell you good luck, goodbye. I have to get away from here because Clint Anderson, Tom Morris, and Joe Montoya have already talked to me about two new projects for New Mexico, and they will have my coat and my shirt if I don't go on to California.",268,998
1974,Thank you and goodbye.,22,999
1155,"Because here with all of your great variety of enterprises, your farming, your mining, your manufacturing, even all of the various kind of things you have, you are a real sample of America, so what you want I am certain, like every other loyal American, is what is good for this country.  ",289,998
1155,"To each of you who came up this morning to let me give you these few brief thoughts, I extend my most heartfelt gratitude.  You have been more than kind and while my words have not been so eloquent, they are sincere.  I believe in the United States of America.  I believe in the people in it.  I believe that us oldsters have the job of turning over to our young people a country of which they can be proud, and we can do that only by giving them a government of which they can be proud.  That is my present purpose.  Now I bring out my Mamie to see you.",554,999
1633,"It is a great country, but I believe it must be greater, and it is a powerful country, but I believe it must be more powerful, and I believe that our responsibility in the 1960s is to restore to the world the image of America as a society on the move, a society whose high noon is just ahead, not a society which stands still, which begins to lose its vitality, which begins to lose its image as a moving society, a moving country.",431,998
1633,"So those are the basic matters which separate us, and it is to your good judgment, your sense of responsibility, your concern for your country, your identification with the cause of freedom, that we entrust this decision on November 8th.  I can assure you that if we are successful, we will give leadership to this country and Florida, and the United States will move again.  Thank you. ",387,999
3024,We can win again folks. But we've got to seize our own future. And it all begins on November 3rd. Don't let them take it away. Give it back to the American people.,163,998
3024,Thank you and God bless you.,28,999
3030,"     For all its complexities, the debate over this treaty comes down to this: It's clear what the benefits of trade are.  It's clear what the hazards of investment across national lines are.  And the issue you have to face is who do you trust to protect our workers, our communities, and our environment.  George Bush, whose administration encourages American corporations to move to other countries with low wages and lax environmental laws and even spend your tax money to finance it?  Or Bill Clinton and Al Gore, who have a long record of fighting for good jobs and a healthy environment?  Do you trust George Bush, who's amassed the worst economic record in 50 years, the first decline in manufacturing, two-thirds of the working people with their wages going down, one in ten Americans on food stamps, quadrupled the debt in the last 12 years with our investment in the future going down and no strategy for the future?  Or a different kind of Democrat who believes we can have both open markets and a strong domestic economy?  ",1035,998
3030,"     In the end--in the end, whether the North American Free Trade Agreement is a good thing for America is not a question of foreign policy.  It is a question of domestic policy.  If we are not strong at home, we will inevitably be weaker abroad.  We have to build a new economy in which incomes and employment are rising and companies are growing, a society in which opportunity is expanding and hope comes alive again.  So I say to you, my fellow Americans, we have to have the courage to change.  And a part of that change should encourage, should involve a closer relationship with Mexico, now under better leadership than ever in my lifetime.  If we have the determination to reject the failed policies and the old labels of the past, if we have the vision to see and work toward a better tomorrow, then we need not fear the future.  If we seize this day and shape this change, we can make our great country what it was meant to be.  Thank you very much.    ",964,999
1627,"Therefore, I ask your support in this campaign, not saying that life will be easier, but promising that if we are successful this country and freedom will move again.  ",168,998
1627,Thank you. ,11,999
1141,"I have come to you so that you may have your own opportunity to decide in these few brief moments whether I am sincere or whether I am not.  That is for you to decide.  If you believe I am sincere, then that theory is correct and that with the Republicans I can gather around me in Washington, with a Republican Senate and a Republican House we can do the job that you want done, then you have got the opportunity of registering your decision on November 4th.  That does not make the job complete.  From there on you must continue to help because it is public opinion that keeps the United States in the straight and narrow path and it is public opinion or indifference of public opinion that can let us go astray.",714,998
1141,"So I come before you in that light and now, ladies and gentlemen, there are a number of distinguished Nebraskans with me.  They are to be introduced before this train has to pull out.  For myself, thank you from the bottom of my heart for turning out.  You have done me a very great honor. ",290,999
2448,Thank you very much.,20,998
1169,And now I give you Dick Nixon.,30,998
2460,Thank you all very much.,24,998
2306,Thank you.,10,998
3018,Thank you and God bless you all. Thank you.,43,998
1196,"Then after having considered all these things there is certainly one thing we can have; integrity in government.  You can have men and women in the Senate, in the House of Representatives and in the executive departments, who will be frugal with your money, who will want to serve you rather than to serve over you, who will want to be your friends rather than your bosses, but who above all will be honest and will not line their own pockets with your tax money.",463,998
1196,"Ladies and gentlemen, the kind of crusade in which we are engaged--the men already introduced to you from this platform and I, as the standard-bearer of the Republican Party, are in the crusade to bring those things to Washington, to bring to Washington the kind of government in which you will be able to take pride, and with you taking pride in your government and united behind it your chance for peace, your prestige in the world, will go up and up, and finally we will have the kind of peace that the United States wants and deserves. For the honor you have done me ladies and gentlemen in coming here and taking an hour out of your day, which after all does have some interesting football games on television and radio, I thank you sincerely.  You have been very kind.",774,999
1828,Thank you.,10,998
1182,"I say let us go forward together.  You saw here on the platform, the Michigan team that I need.  I hope you will send them there with resounding majorities.  But you are the combat troops.  You are the people who will do the job.  You are the people who will vote, who should see that every member of your family votes, bring your friends in to vote for decency, cleanliness, honor and integrity--the kind of government that will bring you prestige and finally peace abroad and will bring you solvency, security and happiness at home.  That, my friend, is the crusade that it is my honor to lead.  ",598,998
1182,"I thank you from the bottom of my heart--each one of you--for the honor you have paid me in coming out today.  To my party on this platform, to my wife and myself, you have given an honor that none of us will ever forget.  This is a remarkable day, a remarkable occasion.  Thank you indeed.  ",292,999
1814,"So, thank you and goodbye.",26,998
1800,"Remember, you're not just working for a man or a party.  You're working for what's best for America.  If you believe that and if you work with that great inspiration behind you, we'll carry Connecticut and we'll carry the nation.  Now let's go out and do the job.",263,998
3226,"These young people are going to be doing work that has not been invented yet; some of them will be doing things that have not been imagined yet. But it will still be America, it will be wonderful, and it will be better than ever if we do the right things today.",261,998
3226,Thank you. Thank you very much.,31,999
2138,I have come to Michigan to ask your help next Tuesday.  In 1960 Michigan made the difference again.  I'm asking you to vote for Ed Muskie and me.  I'm asking you to put us to work so we can keep you at work.  Give us your help.,227,998
1431,"The peace we seek and need means much more than mere absence of war. It means the acceptance of law, and the fostering of justice, in all the world.",148,998
1431,"To our principles guiding us in this quest we must stand fast. In so doing we can honor the hopes of all men for a world in which peace will truly and justly reign.I thank you, and good night.",192,999
1357,"Nature teaches us to think of the future--to act and to plan now if we are to live in harmony with nature tomorrow. Let us apply that lesson to all our life and, above all, to the task of building a peaceful world.",214,998
2892,The best America isn't behind us; the best America is yet to come.,66,998
1343,"Well, it's not my idea, either. I, too, ask to be president of the people of the United States because I think, I know, that it is imperative that we return this government to those who live under it.",200,998
1425,"Thank you very much, my friends.",32,998
3232,Then for thirty-nine days go out and tell it to other people and we'll have a great victory in Texas and in America. Thank you and God bless you. Thank you.,156,998
2104,"Let's go to work now, friends, and let's do a job.  Thank you. ",63,998
2662,The spirit of America is alive and well here and in cities and towns like yours all over this country.,102,998
2662,We can have a new beginning and with your help we will have a new beginning. ,77,999
2676,"Leadership demands effective action. Not just words, not just promises, but action that works for the people. In California, a state with a 5-3 edge in Democratic voter registration, I was re-elected by 500,000 votes. You don't get that kind of bipartisan support without a proven record of effective action. ",309,998
1419,Thank you very much.,20,998
2845,"I know that I've been talking partisan politics, and I know that in a crowd like this there must be thousands of people who are Democrats. And I'm delighted, having been one for most of my life, because I know that all across this country there are millions of patriotic, dedicated Democrats who know they can no longer follow in the path of the leadership of their party, which has taken us down such strange paths, so foreign to what the leadership of the Democratic Party once believed.",489,998
2845,"Well, join us, and in a bipartisan way we'll make this country the way it should be. Thank you very much. God bless you. Thank you.",131,999
1394,"America is fortunate in its labor force--which I like to believe is all of us. This stamp bears a slogan from Carlyle, ""Labor is Life."" Certainly, we can say truthfully: a free labor is a free America--the great ideal of all of us.Thank you very much.",251,998
1380,"The tide of Democratic sentiment is rising through the land. As we remain steadfast in our course, I know the rising tide will sweep us to victory.",147,998
2851,Thank you all very much. God bless you all. Thank you.,54,998
2689,"His new economic program which he announced in August of this year, but which he won't submit to Congress until next year, has a built-in tax increase that will take $86 billion more out of your earnings than he did last year. ",227,998
925,"And, if you can find a man who knows both what to do and how to do it, well, you are very lucky indeed.",103,998
2879,"And now, for the last time in the campaign that I can say it--because I know it drives a certain candidate up the wall--I'm going to say it, and that is, ""You ain't seen nothin' yet.""",183,998
919,"I ask you, therefore, to give the utmost consideration to the candidacy of this able, intelligent, responsible, young veteran, Mr. Hagen. I appreciate so much your coming here to see me this afternoon.",201,998
921,"I have had a good time. You are good to have come out here to see me. I wish you well. What you do is your concern, but America is the concern of all of us. Every one of you has something here to contribute to the welfare of this land in these perilous times. I ask you to contribute it. I don't care how you contribute it as far as party denomination is concerned. All I want you to do is to keep your heads clear, your hearts warm, keep your feet on the ground, your backs stiff, and we can't lose.",500,998
921,"Let me just say one other word if I may. I have been thinking that I would make a proposition to my Republican friends, and that is this: That is they will stop telling lies about the Democrats, we will stop telling the truth about them.",237,999
1384,"I am convinced that you want this America, too. So I hope you will join with Estes Kefauver and me in doing everything you can to assure victory for the New America next Tuesday.",178,998
1390,And when we vote tomorrow--and vote Democratic--it will be our vote of confidence in the wisdom--not of one man or one group of men--but of all the people.,155,998
2699,"The budget numbers show that far from balancing the budget, Mr. Carter has run up another deficit of more than $60 billion. And instead of cutting government, the total work force of the executive branch has actually risen by over 200,000 people since Gerald Ford left office. ",277,998
2841,"We'll rise to the challenge of those words. We won't be held back. We'll keep battling for the future, for new jobs and markets, for discovery, and for knowledge. We have a commitment to keep to our young people, our young astronauts, and we won't let them down.",262,998
2841,"So, from someone who can remember when they had their first ride in an automobile, thank you all, and God bless you.",116,999
935,"I feel that we have not only the problem of preservation of that which is good, but we are always compelled and challenged by the necessity of pressing forward for that which is good. I am grateful, too, and I am touched by the attendance here at this gathering this afternoon. I hope and pray that you will share the view of some of us who look on this middle of the twentieth century as perhaps one of the great crises of human history when we went marching forward unafraid, facing all of these things that your ancestors stood for and what I think the Democratic party stands for today, to work for freedom. To be sure, there have been mistakes; there will be more. Whenever the elements of humankind enter into the heart of our affairs there will be mistakes. We know that. However, all we can do is to try with all our hearts for a solution and do our best and to press forward towards the goals which are not only the right of free men, but are the heritage of our democratic tradition. I am deeply grateful to you for coming.",1033,998
909,"The Democratic party doesn't think so. The Democratic party thinks that that would be playing Russian roulette with all our futures. The Democratic party is not afraid to ask the American people to do the hard jobs that have got to be done to back you up, for we have unlimited faith in the wisdom and the backbone of an informed people.",337,998
909,"My time is up. I thank you for listening to a solemn speech. But these are solemn times. Whether I win or lose the election may not be important, but how best we can win peace and prosperity for America is all-important. You are doing your share and I am going to do mine as best I can.",286,999
3236,"We are a great, great country and our best days are still ahead if we are committed to going across that bridge together. Will you do it?",137,998
3236,"Then we'll prevail. Thank you, and God bless you all. Thank you.",64,999
1421,"But I am going to tell you one story which I have told several times, possibly you have heard it--but it does illustrate the kind of question that a good Republican worker has to be able to answer, or to give an answer to, and very quickly. This is just one of them.",266,998
1421,"A good Republican worker was walking down the street and he met a man; and he stopped him and said, ""My friend, I would like to talk a little politics to you."" And he said, ""How are you going to vote?"" ""Well,"" he says, ""I am going to vote for Stevenson, of course.""  Well, that set our Republican friend back on his heels a little bit, but he recovered enough to say, ""Would you give me your reasons?""""Why,"" he says, ""the best in the world. I voted for him four years ago, and everything has been wonderful ever since.""Goodbye.",527,999
1347,"And when we say that we will apply forethought, compassion, and vision to foreign policy, we are only promising to recapture the leadership and imagination to the world which is America's historic tradition.",207,998
1347,"When, in short, we claim to be the party of tomorrow, we are only claiming to be what we have always been--pioneers of America's forward march, architects who build the future from the blueprint of America's hopes and her ideals.",229,999
2882,The best America isn't behind us; the best America is yet to come.,66,998
1353,That is our mission as a party.,31,998
1353,"It is our faith. And in this faith we can, with your help, build a New America.",79,999
1435,"I will tell you one thing: whatever that decision is, the four people in this room--Pat and Dick, and Mamie and I--will accept it not only wholeheartedly, but we will continue to do our best, no matter in what capacity we may be serving, to be true Americans.",259,998
1435,"And no person can aspire to a greater privilege and a greater honor. You have done me a very great courtesy in allowing me to come into your living rooms this evening. I thank you sincerely.God bless each of you, and good night.",228,999
3222,"If you want to build a bridge to the twenty-first century with a strong economy, good schools, safe streets, a clean environment, healthy children, successful families and communities, you must join us in this commitment to say we can make our government work for all the people. Will you help us build that bridge in the next six weeks and four days?",351,998
3222,Thank you and God bless you all.,32,999
2114,"So, I ask you to join with me.  I ask for your hands and your help in these crucial days of decision.  I ask for your vote.  And we will win.",141,998
2672,"And with your help, and God's, I will do my best to earn that reward. ",70,998
2666,"My answer would be precisely the opposite: lower taxes, lower inflation, lower unemployment, less regulation, and smaller government. Come next January, I intend to get started with just that program. I hope you'll help me. ",224,998
2100,Let's break through Mr. Nixon's smoke screen.  Let's break through Mr. Wallace's campaign of fear and hate.  And let's break through to a New Day for the American people--a new day of hope and faith and trust.  ,211,998
2100,I ask your help.  ,18,999
1409,"The man said, ""I am going to vote for Stevenson, of course."" ",61,998
1409,"Well, that sort of settled the Republican back on his heels and he thought it over a minute, and he said, ""Of course, that's your privilege, you are a free-born American citizen, and I acknowledge that, but would you mind telling me the reasons?"" ""Not at all,"" he said.  ""It's perfectly simple.  I voted for him four years ago, and everything has been wonderful ever since.""",374,999
1186,"Now, let me assure you young men and young women of today:  This country is one of great hope and still greater opportunity, because you have today in this country the greatest resources in all the world--with 7 percent of the population--and what do we do?  With 8 percent of the area of the globe, we produce 50 percent of the manufactured products.  There is opportunity all around us if we can only get this question of peace in the world on the right track.  That is what leadership must do; that is what I believe an enlightened administration must do.",558,998
1186,"Now I know that you people are more anxious to get back to thinking about the methods and means of winning the game next Saturday than to listen too long to me, but will you allow me time to bring out my Mamie who would like to wave to you and say goodbye. ",257,999
1838,"One other point: here in this great audience are members of my party, members of the other party and independent voters.  I want to say this: that in this particular year, 1960, what happens to me is not particularly important.  What happens to my opponent is not particularly important.  What happens to America is important--and I say that all of you, whatever your party is--I ask you--I ask you to consider us not just as men, not just according to party labels, not according to what somebody tells you how to vote down at Detroit or someplace else.  I say, my friends, search your own conscience.  Listen to the candidates.  Think of what's best for America, and if you believe that Cabot Lodge and I can give the leadership that will keep the peace, that will be firm without being belligerent, that will extend freedom throughout the world, that will bring progress, but bring it without inflation, that will bring prosperity without war--these are the things we stand for--if you believe these things, then will you go out and work for us and carry Michigan this November.",1081,998
1838,Thank you very much.,20,999
1192,"Before I leave, ladies and gentlemen, there are two little things I should like to say.  First, I heard your community fund drive is about to start.  To me, the Community Fund drive in our country is one of the marks of Democracy.  They don't have those things in the captive states and in Russia.  I would love to see you make it a success.  I don't mean to venture into your private business, but it does seem to me that that kind of thing is terrifically important as an index of our devotion to our system.",510,998
1192,And now will you allow me to bring out Mrs. Ike to wave at you?,63,999
1804,"It is urgent, therefore, that the next administration formulate and carry out its policies in such a way as to contribute to the maintenance of the hopes and to the strengthening of the morale and vitality of the Polish people.  There must be nothing done on the American side which would hurt the basic interests of the Polish nation.  On the contrary, everything must be done to strengthen the determination of the Poles to be, one day, their own masters in their own homes.",476,998
1810,"And this is what we ask tonight from you.  We say not that we offer an easy way.  We say not that we have a panacea, but my colleague and I say: we know who our enemies are.  We have faith in America.  We don't think she's second rate.  We believe that America can lead the world and lead her and keep the peace without surrender.  We believe that we can extend freedom without war, and we believe, with your help, we can do the job, and if you think that we can do the job then we ask you to go out and work for us from now until election day.",544,998
1810,Thank you.,10,999
1145,"Of course, such a government would study and sympathize with the particular problems of every section, of every industry, and every person there is in the United States; but the final answer must be:  it must be good for 155 million Americans or it is not a good answer for any one of us.  That will be the policy of that administration.  Thank you very much.",359,998
1623,Thank you.,10,998
3034,"Thank you, and God bless you all.",33,998
3020,"In this election, let us join together to ensure that our American epic can offer meaning and guidance to freedom loving people around the world. Let us seize this historic moment to help expand democracy's embrace. And let us act toward the world in a manner worthy of our heritage, our ideals and our name.",308,998
3020,Thank you very much.,20,999
1151,But it is only America--an America that is materially and morally strong--that can lead the world to peace.  That is why good government here at home is a cornerstone of a good and lasting peace for the world.,209,998
1151,"This, then, is your cause, the crusade in which you have enlisted.  For such a cause, the best we have and hope for is at stake.  In such a cause, nothing less than our best will do.  To that cause we can confidently dedicate our lives, our fortune, and most of all, our sacred honor.",284,999
1179,"We Republicans will give more than lip service to the cause of national unity.  We shall create a climate in which national unity can thrive.  That is what Senator Vandenberg would have wanted.  All Americans, of whatever party, who feel the same way, should know, on the basis of past performance, that the Republican Party offers the best hope of achieving the national unity we need for peace, security, and world order.",423,998
2470,"The choice to each and every one of you voters in this great state of New York, that's your choice. Through two difficult years, I have stood for the little taxpayer against the big tax spender. It's from your ranks that I come and on your side that I stand. On November 2nd, I ask that each and every one of you stand with me. I would appreciate your help.",357,998
